mag,rho,eff_rd
17.4,1.1220184543019654e+25,15.0
17.6,1.1220184543019654e+25,5.0
17.8,1.1220184543019654e+25,10.0
18.0,1.1220184543019654e+25,15.0
18.2,1.1220184543019654e+25,15.0
18.4,1.1220184543019654e+25,20.0
18.6,1.1220184543019654e+25,10.0
18.8,1.1220184543019654e+25,5.0
19.0,1.1220184543019654e+25,0.0
19.2,1.1220184543019654e+25,10.0
19.4,1.1220184543019654e+25,10.0
19.6,1.1220184543019654e+25,5.0
19.8,1.1220184543019654e+25,0.0
20.0,1.1220184543019654e+25,0.0
20.2,1.1220184543019654e+25,0.0
20.4,1.1220184543019654e+25,0.0
20.6,1.1220184543019654e+25,0.0
20.8,1.1220184543019654e+25,0.0
21.0,1.1220184543019654e+25,0.0
21.2,1.1220184543019654e+25,0.0
21.4,1.1220184543019654e+25,0.0
21.6,1.1220184543019654e+25,0.0
21.8,1.1220184543019654e+25,0.0
22.0,1.1220184543019654e+25,0.0
22.2,1.1220184543019654e+25,0.0
22.4,1.1220184543019654e+25,0.0
16.6,1.2589254117941714e+28,30.0
16.8,1.2589254117941714e+28,45.0
17.0,1.2589254117941714e+28,30.0
17.2,1.2589254117941714e+28,10.0
17.4,1.2589254117941714e+28,30.0
17.6,1.2589254117941714e+28,10.0
17.8,1.2589254117941714e+28,5.0
18.0,1.2589254117941714e+28,0.0
18.2,1.2589254117941714e+28,5.0
18.4,1.2589254117941714e+28,15.0
18.6,1.2589254117941714e+28,10.0
18.8,1.2589254117941714e+28,5.0
19.0,1.2589254117941714e+28,5.0
19.2,1.2589254117941714e+28,0.0
19.4,1.2589254117941714e+28,0.0
19.6,1.2589254117941714e+28,0.0
19.8,1.2589254117941714e+28,0.0
20.0,1.2589254117941714e+28,0.0
20.2,1.2589254117941714e+28,0.0
20.4,1.2589254117941714e+28,0.0
20.6,1.2589254117941714e+28,0.0
20.8,1.2589254117941714e+28,0.0
21.0,1.2589254117941714e+28,0.0
21.2,1.2589254117941714e+28,0.0
21.4,1.2589254117941714e+28,0.0
21.6,1.2589254117941714e+28,0.0
21.8,1.2589254117941714e+28,0.0
22.0,1.2589254117941714e+28,0.0
22.2,1.2589254117941714e+28,0.0
22.4,1.2589254117941714e+28,0.0
16.6,3.5481338923357605e+31,25.0
16.8,3.5481338923357605e+31,40.0
17.0,3.5481338923357605e+31,20.0
17.2,3.5481338923357605e+31,5.0
17.4,3.5481338923357605e+31,20.0
17.6,3.5481338923357605e+31,5.0
17.8,3.5481338923357605e+31,5.0
18.0,3.5481338923357605e+31,10.0
18.2,3.5481338923357605e+31,25.0
18.4,3.5481338923357605e+31,20.0
18.6,3.5481338923357605e+31,15.0
18.8,3.5481338923357605e+31,15.0
19.0,3.5481338923357605e+31,5.0
19.2,3.5481338923357605e+31,5.0
19.4,3.5481338923357605e+31,0.0
19.6,3.5481338923357605e+31,0.0
19.8,3.5481338923357605e+31,0.0
20.0,3.5481338923357605e+31,0.0
20.2,3.5481338923357605e+31,0.0
20.4,3.5481338923357605e+31,0.0
20.6,3.5481338923357605e+31,0.0
20.8,3.5481338923357605e+31,0.0
21.0,3.5481338923357605e+31,0.0
21.2,3.5481338923357605e+31,0.0
21.4,3.5481338923357605e+31,0.0
21.6,3.5481338923357605e+31,0.0
21.8,3.5481338923357605e+31,0.0
22.0,3.5481338923357605e+31,0.0
22.2,3.5481338923357605e+31,0.0
22.4,3.5481338923357605e+31,0.0
16.6,2.511886431509572e+35,35.71429
16.8,2.511886431509572e+35,25.0
17.0,2.511886431509572e+35,20.0
17.2,2.511886431509572e+35,15.0
17.4,2.511886431509572e+35,10.0
17.6,2.511886431509572e+35,5.0
17.8,2.511886431509572e+35,15.0
18.0,2.511886431509572e+35,10.0
18.2,2.511886431509572e+35,15.0
18.4,2.511886431509572e+35,10.0
18.6,2.511886431509572e+35,10.0
18.8,2.511886431509572e+35,0.0
19.0,2.511886431509572e+35,5.0
19.2,2.511886431509572e+35,0.0
19.4,2.511886431509572e+35,0.0
19.6,2.511886431509572e+35,0.0
19.8,2.511886431509572e+35,0.0
20.0,2.511886431509572e+35,0.0
20.2,2.511886431509572e+35,0.0
20.4,2.511886431509572e+35,0.0
20.6,2.511886431509572e+35,0.0
20.8,2.511886431509572e+35,0.0
21.0,2.511886431509572e+35,0.0
21.2,2.511886431509572e+35,0.0
21.4,2.511886431509572e+35,0.0
21.6,2.511886431509572e+35,0.0
21.8,2.511886431509572e+35,0.0
22.0,2.511886431509572e+35,0.0
22.2,2.511886431509572e+35,0.0
22.4,2.511886431509572e+35,0.0
16.6,5.011872336272756e+39,35.71429
16.8,5.011872336272756e+39,20.0
17.0,5.011872336272756e+39,5.0
17.2,5.011872336272756e+39,20.0
17.4,5.011872336272756e+39,20.0
17.6,5.011872336272756e+39,5.0
17.8,5.011872336272756e+39,0.0
18.0,5.011872336272756e+39,25.0
18.2,5.011872336272756e+39,15.0
18.4,5.011872336272756e+39,5.0
18.6,5.011872336272756e+39,10.0
18.8,5.011872336272756e+39,0.0
19.0,5.011872336272756e+39,0.0
19.2,5.011872336272756e+39,0.0
19.4,5.011872336272756e+39,0.0
19.6,5.011872336272756e+39,0.0
19.8,5.011872336272756e+39,0.0
20.0,5.011872336272756e+39,0.0
20.2,5.011872336272756e+39,0.0
20.4,5.011872336272756e+39,0.0
20.6,5.011872336272756e+39,0.0
20.8,5.011872336272756e+39,0.0
21.0,5.011872336272756e+39,0.0
21.2,5.011872336272756e+39,0.0
21.4,5.011872336272756e+39,0.0
21.6,5.011872336272756e+39,0.0
21.8,5.011872336272756e+39,0.0
22.0,5.011872336272756e+39,0.0
22.2,5.011872336272756e+39,0.0
22.4,5.011872336272756e+39,0.0
16.6,3.5481338923357315e+44,42.85714
16.8,3.5481338923357315e+44,5.0
17.0,3.5481338923357315e+44,10.0
17.2,3.5481338923357315e+44,30.0
17.4,3.5481338923357315e+44,10.0
17.6,3.5481338923357315e+44,20.0
17.8,3.5481338923357315e+44,5.0
18.0,3.5481338923357315e+44,0.0
18.2,3.5481338923357315e+44,10.0
18.4,3.5481338923357315e+44,15.0
18.6,3.5481338923357315e+44,0.0
18.8,3.5481338923357315e+44,0.0
19.0,3.5481338923357315e+44,0.0
19.2,3.5481338923357315e+44,0.0
19.4,3.5481338923357315e+44,0.0
19.6,3.5481338923357315e+44,0.0
19.8,3.5481338923357315e+44,0.0
20.0,3.5481338923357315e+44,0.0
20.2,3.5481338923357315e+44,0.0
20.4,3.5481338923357315e+44,0.0
20.6,3.5481338923357315e+44,0.0
20.8,3.5481338923357315e+44,0.0
21.0,3.5481338923357315e+44,0.0
21.2,3.5481338923357315e+44,0.0
21.4,3.5481338923357315e+44,0.0
21.6,3.5481338923357315e+44,0.0
21.8,3.5481338923357315e+44,0.0
22.0,3.5481338923357315e+44,0.0
22.2,3.5481338923357315e+44,0.0
22.4,3.5481338923357315e+44,0.0
16.6,1e+50,14.28571
16.8,1e+50,35.0
17.0,1e+50,15.0
17.2,1e+50,15.0
17.4,1e+50,20.0
17.6,1e+50,10.0
17.8,1e+50,15.0
18.0,1e+50,20.0
18.2,1e+50,0.0
18.4,1e+50,0.0
18.6,1e+50,0.0
18.8,1e+50,0.0
19.0,1e+50,0.0
19.2,1e+50,0.0
19.4,1e+50,0.0
19.6,1e+50,0.0
19.8,1e+50,0.0
20.0,1e+50,0.0
20.2,1e+50,0.0
20.4,1e+50,0.0
20.6,1e+50,0.0
20.8,1e+50,0.0
21.0,1e+50,0.0
21.2,1e+50,0.0
21.4,1e+50,0.0
21.6,1e+50,0.0
21.8,1e+50,0.0
22.0,1e+50,0.0
22.2,1e+50,0.0
22.4,1e+50,0.0
16.6,1.258925411794171e+56,7.14286
16.8,1.258925411794171e+56,10.0
17.0,1.258925411794171e+56,15.0
17.2,1.258925411794171e+56,25.0
17.4,1.258925411794171e+56,25.0
17.6,1.258925411794171e+56,15.0
17.8,1.258925411794171e+56,0.0
18.0,1.258925411794171e+56,10.0
18.2,1.258925411794171e+56,0.0
18.4,1.258925411794171e+56,0.0
18.6,1.258925411794171e+56,0.0
18.8,1.258925411794171e+56,0.0
19.0,1.258925411794171e+56,0.0
19.2,1.258925411794171e+56,0.0
19.4,1.258925411794171e+56,0.0
19.6,1.258925411794171e+56,0.0
19.8,1.258925411794171e+56,0.0
20.0,1.258925411794171e+56,0.0
20.2,1.258925411794171e+56,0.0
20.4,1.258925411794171e+56,0.0
20.6,1.258925411794171e+56,0.0
20.8,1.258925411794171e+56,0.0
21.0,1.258925411794171e+56,0.0
21.2,1.258925411794171e+56,0.0
21.4,1.258925411794171e+56,0.0
21.6,1.258925411794171e+56,0.0
21.8,1.258925411794171e+56,0.0
22.0,1.258925411794171e+56,0.0
22.2,1.258925411794171e+56,0.0
22.4,1.258925411794171e+56,0.0
16.6,8.912509381337513e+62,14.28571
16.8,8.912509381337513e+62,10.0
17.0,8.912509381337513e+62,15.0
17.2,8.912509381337513e+62,10.0
17.4,8.912509381337513e+62,0.0
17.6,8.912509381337513e+62,10.0
17.8,8.912509381337513e+62,0.0
18.0,8.912509381337513e+62,0.0
18.2,8.912509381337513e+62,0.0
18.4,8.912509381337513e+62,0.0
18.6,8.912509381337513e+62,0.0
18.8,8.912509381337513e+62,0.0
19.0,8.912509381337513e+62,0.0
19.2,8.912509381337513e+62,0.0
19.4,8.912509381337513e+62,0.0
19.6,8.912509381337513e+62,0.0
19.8,8.912509381337513e+62,0.0
20.0,8.912509381337513e+62,0.0
20.2,8.912509381337513e+62,0.0
20.4,8.912509381337513e+62,0.0
20.6,8.912509381337513e+62,0.0
20.8,8.912509381337513e+62,0.0
21.0,8.912509381337513e+62,0.0
21.2,8.912509381337513e+62,0.0
21.4,8.912509381337513e+62,0.0
21.6,8.912509381337513e+62,0.0
21.8,8.912509381337513e+62,0.0
22.0,8.912509381337513e+62,0.0
22.2,8.912509381337513e+62,0.0
22.4,8.912509381337513e+62,0.0
16.6,4.4668359215096896e+70,14.28571
16.8,4.4668359215096896e+70,20.0
17.0,4.4668359215096896e+70,10.0
17.2,4.4668359215096896e+70,35.0
17.4,4.4668359215096896e+70,15.0
17.6,4.4668359215096896e+70,0.0
17.8,4.4668359215096896e+70,0.0
18.0,4.4668359215096896e+70,0.0
18.2,4.4668359215096896e+70,0.0
18.4,4.4668359215096896e+70,0.0
18.6,4.4668359215096896e+70,0.0
18.8,4.4668359215096896e+70,0.0
19.0,4.4668359215096896e+70,0.0
19.2,4.4668359215096896e+70,0.0
19.4,4.4668359215096896e+70,0.0
19.6,4.4668359215096896e+70,0.0
19.8,4.4668359215096896e+70,0.0
20.0,4.4668359215096896e+70,0.0
20.2,4.4668359215096896e+70,0.0
20.4,4.4668359215096896e+70,0.0
20.6,4.4668359215096896e+70,0.0
20.8,4.4668359215096896e+70,0.0
21.0,4.4668359215096896e+70,0.0
21.2,4.4668359215096896e+70,0.0
21.4,4.4668359215096896e+70,0.0
21.6,4.4668359215096896e+70,0.0
21.8,4.4668359215096896e+70,0.0
22.0,4.4668359215096896e+70,0.0
22.2,4.4668359215096896e+70,0.0
22.4,4.4668359215096896e+70,0.0
16.6,1.778279410038923e+79,0.0
16.8,1.778279410038923e+79,0.0
17.0,1.778279410038923e+79,0.0
17.2,1.778279410038923e+79,0.0
17.4,1.778279410038923e+79,0.0
17.6,1.778279410038923e+79,0.0
17.8,1.778279410038923e+79,0.0
18.0,1.778279410038923e+79,0.0
18.2,1.778279410038923e+79,0.0
18.4,1.778279410038923e+79,0.0
18.6,1.778279410038923e+79,0.0
18.8,1.778279410038923e+79,0.0
19.0,1.778279410038923e+79,0.0
19.2,1.778279410038923e+79,0.0
19.4,1.778279410038923e+79,0.0
19.6,1.778279410038923e+79,0.0
19.8,1.778279410038923e+79,0.0
20.0,1.778279410038923e+79,0.0
20.2,1.778279410038923e+79,0.0
20.4,1.778279410038923e+79,0.0
20.6,1.778279410038923e+79,0.0
20.8,1.778279410038923e+79,0.0
21.0,1.778279410038923e+79,0.0
21.2,1.778279410038923e+79,0.0
21.4,1.778279410038923e+79,0.0
21.6,1.778279410038923e+79,0.0
21.8,1.778279410038923e+79,0.0
22.0,1.778279410038923e+79,0.0
22.2,1.778279410038923e+79,0.0
22.4,1.778279410038923e+79,0.0
